index,name,golden_ref,predicted,matches_golden,truth_info,matches_truth_info,golden_scores,scores,score_error_pct,latency_ms,tx_ms,timeout,retries,raw
26,yes_39afb88e_nohash_0,yes,yes,1,yes,1,-128;-128;127;-128,,,7.375,21.476,0,0,[IRQ] Class: 2
27,go_8931f494_nohash_0,no,no,1,unknown,0,-128;-12;-128;11,,,7.645,21.431,0,0,[IRQ] Class: 3
28,yes_31fd5cf5_nohash_0,unknown,unknown,1,yes,0,-128;6;-16;-119,,,8.175,21.530,0,0,[IRQ] Class: 1
29,no_a8f45bdc_nohash_0,no,no,1,no,1,-128;-128;-128;127,,,21.302,21.451,0,0,[IRQ] Class: 3
30,yes_cc6ee39b_nohash_0,yes,yes,1,yes,1,-128;-128;127;-128,,,15.299,27.900,0,0,[IRQ] Class: 2
31,go_190821dc_nohash_1,no,no,1,unknown,0,-128;-117;-128;117,,,8.039,21.428,0,0,[IRQ] Class: 3
32,yes_472b8045_nohash_4,yes,yes,1,yes,1,-128;-127;126;-128,,,7.722,21.419,0,0,[IRQ] Class: 2
33,no_1a73dcd1_nohash_2,unknown,unknown,1,no,0,-128;4;-80;-52,,,7.957,21.445,0,0,[IRQ] Class: 1
34,no_6727b579_nohash_0,no,no,1,no,1,-128;-127;-128;127,,,7.857,21.393,0,0,[IRQ] Class: 3
35,no_270bfa52_nohash_1,no,no,1,no,1,-128;-125;-128;125,,,7.988,21.449,0,0,[IRQ] Class: 3
36,go_6adb8ad9_nohash_0,no,no,1,unknown,0,-128;-95;-128;95,,,8.101,21.547,0,0,[IRQ] Class: 3
37,go_cb72dfb6_nohash_3,no,no,1,unknown,0,-128;-56;-125;53,,,7.669,21.438,0,0,[IRQ] Class: 3
38,no_b69002d4_nohash_0,no,no,1,no,1,-128;-30;-126;28,,,7.984,21.443,0,0,[IRQ] Class: 3
39,go_56eab10e_nohash_0,no,no,1,unknown,0,-128;-122;-128;122,,,7.764,21.554,0,0,[IRQ] Class: 3
40,go_d0faf7e4_nohash_3,unknown,unknown,1,unknown,1,-128;45;-127;-45,,,8.100,21.408,0,0,[IRQ] Class: 1
41,no_dce05676_nohash_0,no,no,1,no,1,-128;-126;-128;126,,,7.977,21.424,0,0,[IRQ] Class: 3
42,go_bb6d4301_nohash_3,no,no,1,unknown,0,-128;-73;-128;72,,,9.655,21.419,0,0,[IRQ] Class: 3
43,no_1dc86f91_nohash_3,no,no,1,no,1,-128;-108;-126;106,,,6.634,21.462,0,0,[IRQ] Class: 3
44,go_eeaf97c3_nohash_3,no,no,1,unknown,0,-128;-13;-125;10,,,7.937,21.476,0,0,[IRQ] Class: 3
45,yes_1b18600d_nohash_1,yes,yes,1,yes,1,-70;-80;-7;-100,,,7.937,21.446,0,0,[IRQ] Class: 2
46,yes_3e31dffe_nohash_0,yes,yes,1,yes,1,-128;-128;127;-128,,,8.607,21.445,0,0,[IRQ] Class: 2
47,yes_2296b1af_nohash_2,yes,yes,1,yes,1,-128;-128;127;-128,,,7.136,21.497,0,0,[IRQ] Class: 2
48,yes_de3fe344_nohash_3,yes,yes,1,yes,1,-128;-128;127;-128,,,7.894,21.439,0,0,[IRQ] Class: 2
49,go_e71a9381_nohash_2,no,no,1,unknown,0,-128;-96;-128;95,,,7.935,21.456,0,0,[IRQ] Class: 3
50,no_5f1253e9_nohash_0,no,no,1,no,1,-128;-106;-115;93,,,7.835,21.416,0,0,[IRQ] Class: 3
51,no_6c0f6493_nohash_0,no,no,1,no,1,-128;-123;-128;123,,,7.855,21.471,0,0,[IRQ] Class: 3
52,no_773e26f7_nohash_4,no,no,1,no,1,-128;-118;-128;118,,,7.632,21.430,0,0,[IRQ] Class: 3
53,go_01bcfc0c_nohash_0,no,no,1,unknown,0,-128;-87;-128;87,,,8.293,21.443,0,0,[IRQ] Class: 3
54,no_c5a1e46c_nohash_0,no,no,1,no,1,-128;-110;-127;109,,,7.600,21.431,0,0,[IRQ] Class: 3
55,yes_f2e59fea_nohash_2,yes,yes,1,yes,1,-128;-128;127;-128,,,7.708,21.474,0,0,[IRQ] Class: 2
56,go_954f190f_nohash_0,no,no,1,unknown,0,-121;-50;-121;35,,,8.044,21.500,0,0,[IRQ] Class: 3
57,go_3659fc1c_nohash_0,no,no,1,unknown,0,-66;-66;-95;-29,,,7.772,21.427,0,0,[IRQ] Class: 3
58,go_0cb74144_nohash_1,no,no,1,unknown,0,-128;-110;-125;107,,,7.901,21.442,0,0,[IRQ] Class: 3
59,go_1942abd7_nohash_0,unknown,unknown,1,unknown,1,-128;110;-127;-111,,,7.863,21.421,0,0,[IRQ] Class: 1
60,go_b69002d4_nohash_1,no,no,1,unknown,0,-128;-90;-128;90,,,7.784,21.462,0,0,[IRQ] Class: 3
61,go_28e47b1a_nohash_1,unknown,unknown,1,unknown,1,-128;80;-128;-80,,,7.706,21.498,0,0,[IRQ] Class: 1
62,_background_noise__white_noise,silence,silence,1,silence,1,122;-127;-125;-126,,,8.012,21.468,0,0,[IRQ] Class: 0
63,no_a1cff772_nohash_1,no,no,1,no,1,-128;-127;-128;127,,,7.867,21.457,0,0,[IRQ] Class: 3
64,no_01648c51_nohash_0,no,no,1,no,1,-128;-126;-128;126,,,7.713,21.455,0,0,[IRQ] Class: 3
65,yes_a9ca1818_nohash_0,yes,yes,1,yes,1,-128;-128;127;-128,,,8.095,21.454,0,0,[IRQ] Class: 2
66,no_39833acb_nohash_2,unknown,unknown,1,no,0,-128;38;-126;-41,,,7.860,21.449,0,0,[IRQ] Class: 1
67,go_ee1d8d49_nohash_3,unknown,unknown,1,unknown,1,-128;22;-126;-24,,,7.912,21.446,0,0,[IRQ] Class: 1
68,no_c39703ec_nohash_1,no,no,1,no,1,-126;-122;-107;99,,,8.046,21.464,0,0,[IRQ] Class: 3
69,yes_db72a474_nohash_0,yes,yes,1,yes,1,-128;-127;127;-128,,,7.870,21.439,0,0,[IRQ] Class: 2
70,go_27c24504_nohash_3,no,no,1,unknown,0,-128;-96;-124;92,,,7.974,21.420,0,0,[IRQ] Class: 3
71,no_0132a06d_nohash_4,no,no,1,no,1,-128;-80;-128;80,,,8.273,21.516,0,0,[IRQ] Class: 3
72,go_173ae793_nohash_1,no,no,1,unknown,0,-128;-110;-128;110,,,7.208,21.435,0,0,[IRQ] Class: 3
73,go_c1d39ce8_nohash_8,no,no,1,unknown,0,-128;-118;-112;102,,,7.762,21.458,0,0,[IRQ] Class: 3
74,no_37dca74f_nohash_0,no,no,1,no,1,-128;-113;-127;112,,,8.160,21.481,0,0,[IRQ] Class: 3
75,yes_51f7a034_nohash_3,yes,yes,1,yes,1,-128;-128;127;-128,,,7.795,21.519,0,0,[IRQ] Class: 2
76,go_d394ef8e_nohash_1,unknown,unknown,1,unknown,1,-128;44;-127;-45,,,7.515,21.459,0,0,[IRQ] Class: 1
77,go_fb8c31a9_nohash_1,no,no,1,unknown,0,-128;-114;-124;110,,,9.040,21.399,0,0,[IRQ] Class: 3
78,no_538e1856_nohash_0,no,no,1,no,1,-128;-126;-128;126,,,7.055,21.496,0,0,[IRQ] Class: 3
79,go_2da58b32_nohash_3,no,no,1,unknown,0,-128;-125;-127;124,,,7.843,21.463,0,0,[IRQ] Class: 3
80,yes_2fcb6397_nohash_2,yes,yes,1,yes,1,-128;-128;110;-110,,,7.844,21.491,0,0,[IRQ] Class: 2
81,no_a97017df_nohash_1,no,no,1,no,1,-128;-124;-128;124,,,11.366,21.420,0,0,[IRQ] Class: 3
82,go_6565a81d_nohash_3,no,no,1,unknown,0,-128;-80;-128;80,,,20.332,21.453,0,0,[IRQ] Class: 3
83,yes_41285056_nohash_2,yes,yes,1,yes,1,-128;-126;122;-124,,,8.173,21.470,0,0,[IRQ] Class: 2
84,go_eaa83485_nohash_4,no,no,1,unknown,0,-128;-108;-128;108,,,7.928,21.424,0,0,[IRQ] Class: 3
85,no_c33682f0_nohash_0,no,no,1,no,1,-128;-120;-128;120,,,7.836,21.407,0,0,[IRQ] Class: 3
86,yes_52162b51_nohash_2,yes,yes,1,yes,1,-128;-128;127;-128,,,9.544,21.438,0,0,[IRQ] Class: 2
87,yes_9b8a7439_nohash_4,yes,yes,1,yes,1,-128;-128;127;-128,,,7.829,21.470,0,0,[IRQ] Class: 2
88,yes_c2dccf38_nohash_4,yes,yes,1,yes,1,-128;-125;124;-126,,,6.393,21.480,0,0,[IRQ] Class: 2
89,yes_cfbedff9_nohash_4,yes,yes,1,yes,1,-128;-128;127;-128,,,8.931,21.430,0,0,[IRQ] Class: 2
90,yes_e7bcee8a_nohash_4,yes,yes,1,yes,1,-128;-128;127;-128,,,7.340,21.507,0,0,[IRQ] Class: 2
91,yes_72242187_nohash_0,yes,yes,1,yes,1,-128;-127;119;-120,,,8.107,21.485,0,0,[IRQ] Class: 2
92,no_6794a793_nohash_0,no,no,1,no,1,-128;-78;-118;68,,,9.058,21.436,0,0,[IRQ] Class: 3
93,yes_35d1b6ee_nohash_2,yes,yes,1,yes,1,-128;-128;127;-128,,,6.852,21.446,0,0,[IRQ] Class: 2
94,go_617de221_nohash_1,unknown,unknown,1,unknown,1,-128;22;-126;-24,,,9.272,21.443,0,0,[IRQ] Class: 1
95,no_3cc595de_nohash_0,no,no,1,no,1,-128;-107;-65;44,,,6.772,21.525,0,0,[IRQ] Class: 3
96,go_890cc926_nohash_2,no,no,1,unknown,0,-128;-121;-124;117,,,8.109,21.427,0,0,[IRQ] Class: 3
97,go_f2e59fea_nohash_3,unknown,unknown,1,unknown,1,-128;103;-126;-105,,,7.909,21.393,0,0,[IRQ] Class: 1
98,no_a4ca3afe_nohash_0,no,no,1,no,1,-128;-127;-128;127,,,7.805,21.470,0,0,[IRQ] Class: 3
99,_background_noise__pink_noise,silence,silence,1,silence,1,107;-120;-125;-118,,,7.986,21.442,0,0,[IRQ] Class: 0
100,yes_b25b6065_nohash_0,yes,yes,1,yes,1,-128;-128;127;-128,,,9.505,21.479,0,0,[IRQ] Class: 2
101,no_b59fa113_nohash_1,yes,yes,1,no,0,-128;-103;63;-88,,,6.381,21.489,0,0,[IRQ] Class: 2
102,yes_611d2b50_nohash_0,yes,yes,1,yes,1,-128;-128;127;-128,,,7.726,21.514,0,0,[IRQ] Class: 2
103,no_3a3ee7ed_nohash_1,no,no,1,no,1,-128;-109;-118;99,,,8.128,21.429,0,0,[IRQ] Class: 3
104,go_96d8bb6f_nohash_3,unknown,unknown,1,unknown,1,-128;29;-128;-29,,,7.726,21.484,0,0,[IRQ] Class: 1
105,yes_879a2b38_nohash_0,yes,yes,1,yes,1,-128;-128;127;-128,,,7.703,21.407,0,0,[IRQ] Class: 2
106,no_27c24504_nohash_2,no,no,1,no,1,-128;-113;-127;112,,,8.107,21.470,0,0,[IRQ] Class: 3
107,no_06a79a03_nohash_0,no,no,1,no,1,-128;-111;-128;111,,,7.676,21.419,0,0,[IRQ] Class: 3
108,yes_0717b9f6_nohash_0,yes,yes,1,yes,1,-128;-124;122;-126,,,8.642,21.449,0,0,[IRQ] Class: 2
109,yes_363c6bad_nohash_4,yes,yes,1,yes,1,-128;-128;127;-128,,,7.261,21.425,0,0,[IRQ] Class: 2
110,no_94d370bf_nohash_1,no,no,1,no,1,-128;-124;-127;123,,,7.728,21.502,0,0,[IRQ] Class: 3
111,go_3589bc72_nohash_4,unknown,unknown,1,unknown,1,-128;99;-127;-100,,,8.532,21.420,0,0,[IRQ] Class: 1
112,go_1ed0b13d_nohash_0,no,no,1,unknown,0,-128;-80;-128;80,,,7.526,21.452,0,0,[IRQ] Class: 3
113,yes_5f8097e1_nohash_3,yes,yes,1,yes,1,-128;-128;127;-128,,,7.725,21.480,0,0,[IRQ] Class: 2
114,yes_7fb8d703_nohash_3,yes,yes,1,yes,1,-128;-128;127;-128,,,7.708,21.493,0,0,[IRQ] Class: 2
115,go_bdd22e4d_nohash_4,no,no,1,unknown,0,-127;-103;-125;99,,,7.947,21.404,0,0,[IRQ] Class: 3
116,no_54b6d355_nohash_0,no,no,1,no,1,-128;-95;-128;95,,,7.756,21.474,0,0,[IRQ] Class: 3
117,no_a4baac4e_nohash_2,no,no,1,no,1,-128;-125;-128;125,,,8.187,21.397,0,0,[IRQ] Class: 3
118,go_3bdf05d3_nohash_0,no,no,1,unknown,0,-128;-77;-127;76,,,7.681,21.549,0,0,[IRQ] Class: 3
119,yes_0d82fd99_nohash_3,yes,yes,1,yes,1,-128;-128;127;-128,,,16.471,21.451,0,0,[IRQ] Class: 2
120,yes_b414c653_nohash_4,yes,yes,1,yes,1,-128;-128;127;-128,,,7.754,21.475,0,0,[IRQ] Class: 2
121,yes_1496195a_nohash_3,yes,yes,1,yes,1,-128;-128;127;-128,,,8.119,21.455,0,0,[IRQ] Class: 2
122,go_322d17d3_nohash_0,no,no,1,unknown,0,-128;-111;-128;111,,,7.747,21.429,0,0,[IRQ] Class: 3
123,no_18d120ae_nohash_0,no,no,1,no,1,-128;-94;-118;84,,,7.729,21.454,0,0,[IRQ] Class: 3
124,yes_58df33b5_nohash_1,yes,yes,1,yes,1,-128;-127;126;-128,,,8.123,21.419,0,0,[IRQ] Class: 2
125,yes_72aa7259_nohash_0,yes,yes,1,yes,1,-128;-122;116;-122,,,9.615,21.445,0,0,[IRQ] Class: 2
126,_background_noise__running_tap,silence,silence,1,silence,1,121;-125;-125;-126,,,6.230,21.447,0,0,[IRQ] Class: 0
127,no_29229c21_nohash_3,no,no,1,no,1,-127;-101;-126;98,,,10.066,21.443,0,0,[IRQ] Class: 3
128,go_274c008f_nohash_0,unknown,unknown,1,unknown,1,-126;-2;-126;-2,,,5.729,21.416,0,0,[IRQ] Class: 1
129,no_712e4d58_nohash_0,no,no,1,no,1,-128;-128;-128;127,,,7.671,21.414,0,0,[IRQ] Class: 3
130,go_1365dd89_nohash_0,no,no,1,unknown,0,-128;-87;-127;86,,,7.923,21.444,0,0,[IRQ] Class: 3
131,no_b65f6015_nohash_0,no,no,1,no,1,-128;-125;-128;125,,,7.780,21.508,0,0,[IRQ] Class: 3
132,yes_e91d173e_nohash_1,yes,yes,1,yes,1,-128;-125;124;-128,,,8.537,21.456,0,0,[IRQ] Class: 2
133,no_499be02e_nohash_4,no,no,1,no,1,-128;-114;-114;99,,,7.433,21.477,0,0,[IRQ] Class: 3
134,no_bde0f20a_nohash_0,no,no,1,no,1,-128;-126;-128;126,,,7.673,21.513,0,0,[IRQ] Class: 3
135,go_e6be0830_nohash_4,no,no,1,unknown,0,-128;-68;-128;68,,,8.015,21.427,0,0,[IRQ] Class: 3
136,go_0e5193e6_nohash_0,unknown,unknown,1,unknown,1,-126;32;-127;-36,,,7.754,21.425,0,0,[IRQ] Class: 1
137,_background_noise__exercise_bike,silence,silence,1,silence,1,80;-107;-126;-103,,,7.600,21.478,0,0,[IRQ] Class: 0
138,yes_73f20b00_nohash_3,yes,yes,1,yes,1,-128;-126;125;-128,,,7.874,21.431,0,0,[IRQ] Class: 2
139,_background_noise__dude_miaowing,silence,silence,1,silence,1,116;-121;-124;-127,,,7.350,21.583,0,0,[IRQ] Class: 0
140,go_5677ec77_nohash_0,no,no,1,unknown,0,-128;-118;-127;118,,,8.344,21.451,0,0,[IRQ] Class: 3
141,go_24befdb3_nohash_3,no,no,1,unknown,0,-128;-100;-128;100,,,9.108,21.554,0,0,[IRQ] Class: 3
142,go_b0ae6326_nohash_2,no,no,1,unknown,0,-128;-121;-128;121,,,5.810,21.440,0,0,[IRQ] Class: 3
143,go_31270cb2_nohash_0,no,no,1,unknown,0,-128;-95;-128;95,,,7.778,21.450,0,0,[IRQ] Class: 3
144,yes_8d9cc260_nohash_0,yes,yes,1,yes,1,-128;-127;126;-128,,,7.957,21.528,0,0,[IRQ] Class: 2
145,go_617de221_nohash_4,no,no,1,unknown,0,-128;-60;-128;60,,,7.246,21.709,0,0,[IRQ] Class: 3
146,yes_cd85758f_nohash_4,yes,yes,1,yes,1,-128;-128;127;-128,,,8.024,21.420,0,0,[IRQ] Class: 2
147,no_b176f8e9_nohash_0,unknown,unknown,1,no,0,-127;43;-101;-71,,,7.843,21.475,0,0,[IRQ] Class: 1
148,go_8931f494_nohash_1,no,no,1,unknown,0,-128;-45;-127;45,,,17.723,21.441,0,0,[IRQ] Class: 3
149,go_4c3cddb8_nohash_4,no,no,1,unknown,0,-128;-119;-128;118,,,7.727,21.445,0,0,[IRQ] Class: 3
150,no_8012c69d_nohash_1,no,no,1,no,1,-128;-119;-128;119,,,7.635,21.505,0,0,[IRQ] Class: 3
151,yes_bfd26d6b_nohash_4,yes,yes,1,yes,1,-128;-126;126;-128,,,7.865,21.423,0,0,[IRQ] Class: 2
152,go_7f581e94_nohash_0,unknown,unknown,1,unknown,1,-128;40;-128;-40,,,8.216,21.439,0,0,[IRQ] Class: 1
153,yes_a9ca1818_nohash_3,yes,yes,1,yes,1,-128;-128;127;-128,,,8.153,21.457,0,0,[IRQ] Class: 2
154,no_7211390b_nohash_3,no,no,1,no,1,-128;-87;-128;87,,,7.717,21.454,0,0,[IRQ] Class: 3
155,yes_bdd22e4d_nohash_3,yes,yes,1,yes,1,-128;-128;127;-128,,,7.903,21.465,0,0,[IRQ] Class: 2
